word	freq	syllables	flags	bucket	context
หน้าจ๋อย	5	หน้า-จ๋อย		AUTO	นพระน้องหน้าจ๋อยนั่งคอยหาเ
ผี่	5	ผี่		AUTO	้งว่าฟ้าผี่ถ้าผัวตายม
มอม	5	มอม		AUTO	่วให้มัวมอมจงหักใจเสี
เบี้ย	5	เบี้ย		AUTO	ฤษมันบิดเบี้ยวจะขับเคี่
ยันต์	5	ยัน		AUTO	เวกลงเลขยันต์¦เดินกระบว
สาห์	5	สา		AUTO	ระโอรสอุสาห์มาถึงธานีแ
ดี้	5	ดี้		AUTO	ญเป็นกระดี้กระดิกพลิก
ฟั่นเฝือ	5	ฟั่น-เฝือ		AUTO	กระไรเลยฟั่นเฝือเห็นเหลือห
อุทร	5	อุ-ทร		AUTO	่รักร่วมอุทรก็ไม่จรจาก
แน่นนันต์	5	แน่น-นัน		AUTO	แห่แหนมาแน่นนันต์นางวัณฬาอ่
ปึ่ง	5	ปึ่ง		AUTO	ิฟังตั้งปึ่งทำดึงดันจะ
กิ่งก้อย	5	กิ่ง-ก้อย		AUTO	้ำพลอยอีกิ่งก้อยก็จะแปรเป็
อสงไขย	5	อะ-สง-ไข		AUTO	ายุยืนยงอสงไขยแล้วเคลื่อ
โน้น	5	โน้น		AUTO	ชาวเมืองโน้นละครโขนแต่
ยูง	5	ยูง		AUTO	ลกร้องนกยูงทองจับยอดย
ซับใน	5	ซับ-ใน		AUTO	งแสดเป็นซับในเรียกสาวใช
เหลา	5	เหลา		AUTO	อนแคะพูดเหลาะแหละปั้นเ
หือรือโหด	5	หือ-รือ-โหด		AUTO	นไม่คบคนหือรือโหดพวกโฉดเฉาม
คุกคาม	5	คุก-คาม		AUTO	กไว้แล้วคุกคามถามไต่จงให
อุดร	5	อุ-ดร		AUTO	มตั้งทิศอุดรรีบจรไป¦ฝ่
ดื่นดาษ	5	ดื่น-ดาษ		AUTO	ีตายกลาดดื่นดาษทาง¦พวกเฝ้
ซับ	5	ซับ		AUTO	ิระดาดาษซับซ้อนตามก้อ
พิธ	5	พิธ		AUTO	้าบัดพลีพิธีไสยเป็นลม
เป็นเบือ	5	เป็น-เบือ		AUTO	งฝ่ายตายเป็นเบือ¦แกสั่งเสร
อัมพวัน	5	อำ-พะ-วัน		AUTO	กับเทวัญอัมพวันใฝ่ฝันหาเม
อนธ	5	อน-ทะ		AUTO	ที่มืดมนอนธการบันดาลห
ผัก	5	ผัก		AUTO	นผัดหมี่ผักชีโรย¦เสีย
ไต้ก๋ง	5	ไต้-ก๋ง		AUTO	ทวนธงพวกไต้ก๋งตั้งเข็มเต
เขี่ย	5	เขี่ย		AUTO	ีเมียมันเขี่ยแคะสะกิดแก
วลาหก	5	วะ-ลา-หก		AUTO	เดี๋ยวใจวลาหกตกกระจาย¦โ
แวบ	5	แวบ		AUTO	้าแลบวาบแวบฉายกำปั่นร
แจกจ่าย	5	แจก-จ่าย		AUTO	้งรอ¦เอาแจกจ่ายให้ปันทุกว
พรั่นพรึง	5	พรั่น-พรึง		AUTO	ดุดันไม่พรั่นพรึง¦พวกในลำกำ
แต่เพียง	5	แต่-เพียง		COMPOSED	ให้ถึงขอแต่เพียงสัตย์ซื่ออ
ตรวจดู	5	ตรวด-ดู		COMPOSED	องเร่งไปตรวจดูหมู่นิกร¦เ
งข	5	งะ-ขะ		COMPOSED	์หามาแข็งขัดเคืองจิต
เหลืออยู่	5	เหลือ-อยู่		COMPOSED	่ทัพเรือเหลืออยู่ดูอาการจะห
ทั้งที่	5	ทั้ง-ที่		COMPOSED	ับไพรีไปทั้งที่กลางชลาให้
หัวค่ำ	5	หัว-ค่ำ		COMPOSED	ากน้ำแต่หัวค่ำเสียงพื้นแ
ขวากหนาม	5	ขวา-กะ-หะ-นาม		COMPOSED	ครามทั้งขวากหนามกรวดทรายเอ
โดยพลัน	5	โดย-พลัน		COMPOSED	เข้าด่านโดยพลันอย่าหันเหค
ข่าวคราว	5	ข่าว-คราว		COMPOSED	ศาไม่ได้ข่าวคราวใครในลังกา
ทางธรรม	5	ทาง-ทำ		COMPOSED	ทราบสิ้นทางธรรมสำมดึงส์จำ
จริงใจ	5	จิง-ใจ		COMPOSED	เทาในที่จริงใจโทมนัสอัดอ
สาป	5	สา-ปะ		COMPOSED	จึงอมเรศสาปซ้ำไว้ตามท
เอาการ	5	เอา-กาน		COMPOSED	าชาญท่านเอาการนี้ไปเล่าใ
ดวงจันทร์	5	ดวง-จัน		COMPOSED	องเหมือนดวงจันทร์ขวัญจิตอย่
ฝั่งทะเล	5	ฝั่ง-ทะ-เล		COMPOSED	ค่ายตั้งฝั่งทะเลฝรั่งเฮฮาล
ไสยเวท	5	ไสย-เวด		COMPOSED	¦ตามตำราไสยเวทข้างเพทไสย
กันภัย	5	กัน-ไพ		COMPOSED	ต่ท่านจะกันภัย¦จะกล่าวถึ
โลดโผน	5	โลด-โผน		COMPOSED	องโจรที่โลดโผนแกว่งหลาวท
นางหงส์	5	นาง-หง		COMPOSED	่างเจียวนางหงส์สิบ้ากามปั
ที่แล้ว	5	ที่-แล้ว		COMPOSED	ุมอยู่ในที่แล้วมิหนำทั้งว
หม่อมห้าม	5	หม่อม-ห้าม		COMPOSED	ะกลามนางหม่อมห้ามไม่หยุดสุด
เสียท่า	5	เสีย-ท่า		COMPOSED	ีสิงแม้นเสียท่าพลิกแพลงจะ
คู่ควร	5	คู่-ควน		COMPOSED	ด้หนีไม่คู่ควรกับวิชาคนก
ร่ำเรียน	5	ร่ำ-เรียน		COMPOSED	าพลาง¦จะร่ำเรียนเขียนอ่านป
อีสาน	5	อี-สาน		COMPOSED	รพทิศติดอีสานเกือบจะรุ่
ปราศจาก	5	ปะ-รา-สะ-จาก		COMPOSED	้งเศรษฐีปราศจากโรคามายายี
ห้าง	5	ห้า-งะ		COMPOSED	คั่งตั้งห้างต่างต่างกั
อดนอน	5	อด-นอน		COMPOSED	ุทัยทั้งอดนอนอดกินสิ้นส
ของกอง	5	ของ-กอง		COMPOSED	นเอาสิ่งของกองรายถวายเสร
สมาคม	5	สะ-มา-คะ-มะ		COMPOSED	จะเข้ามาสมาคมไม่นิยมรัก
ใหญ่โต	5	ใหญ่-โต		COMPOSED	าลัยเห็นใหญ่โตหัวอกโอ้แส
คืนหลัง	5	คืน-หลัง		COMPOSED	จคงจะได้คืนหลังไปวังเวียง
ยุง	5	ยุ-งะ		COMPOSED	ุลค้อมพะยุงพะยอมขวิดข
ยุติ	5	ยุ-ติ		COMPOSED	ที่วัฒนายุติกาแต่พอควร
ความอาย	5	ความ-อาย		COMPOSED	ฝ่ฝันแต่ความอายหลายอย่างน
ติดตัว	5	ติด-ตัว		COMPOSED	รย์เมตตาติดตัวไว้ให้เป็น
แวววับ	5	แวว-วับ		COMPOSED	องแก้วดูแวววับสามสำรับพา
ถอนใจ	5	ถอน-ใจ		COMPOSED	ำเป็นนอนถอนใจไม่ไสยา¦เพ
หักห้าม	5	หัก-ห้าม		COMPOSED	ประจักษ์หักห้ามความสงสัยอ
ทันตา	5	ทัน-ตา		COMPOSED	กวันเห็นทันตาต่างเปรมปร
ฝั่งฝา	5	ฝั่ง-ฝา		COMPOSED	งวังเป็นฝั่งฝาแถลงเล่าพร
เห็นควร	5	เห็น-ควน		COMPOSED	วีฟังคดีเห็นควรทำสรวลเสจะ
ตามตัว	5	ตาม-ตัว		COMPOSED	เสาะแสวงตามตัวอ้ายผัวเมี
รักษาหน้า	5	รัก-สา-หน้า		COMPOSED	าญสมรให้รักษาหน้าด่านชานนคร
ราชกิจ	5	ราด-กิด		COMPOSED	ิทธิ์ขาดราชกิจแลผิดชอบกษ
น้ำตาย	5	น้ำ-ตาย		COMPOSED	่ำแต่ถูกน้ำตายกระจุยเป็น
พลเมือง	5	พล-เมือง		COMPOSED	้นพวกพหลพลเมืองก็รู้เรื่อ
คอหอย	5	คอ-หอย		COMPOSED	้อยคล่องคอหอยคว้าใหญ่ใส
ส่งสาร	5	ส่ง-สาน		COMPOSED	ด่านแล้วส่งสารบอกแจ้งแห่
สักวันหนึ่ง	5	สัก-วัน-หนึ่ง		COMPOSED	ไปกำปั่นสักวันหนึ่งจะได้พึ่งพ
ตีลังกา	5	ตี-ลัง-กา		COMPOSED	างไรจะไปตีลังกาเห็นช้านัก
สมใน	5	สม-ใน		COMPOSED	ั้งสมนอกสมในขอใช้แรงทุ
แลง	5	แล-งะ		COMPOSED	มค่อยลัดแลงแปลงแปลกเป
หนักแน่น	5	หนัก-แน่น		COMPOSED	ฮึกฮักมาหนักแน่นเตรียมโล่แ
กำลังจะ	5	กำ-ลัง-จะ		COMPOSED	แขกเหลือกำลังจะตั้งมั่นพว
