word	syllables	flags	context
กุหร่า	กุ-หร่า		นชาติอังกุหร่าปัญญาขยันส
แต่งตั้ง	แต่ง-ตั้ง		งเสวยข้าแต่งตั้งรับรองของท
มโหรี	มะ-โหรี	sound mismatch @1 (มโห vs มะ);sound mismatch @2 (รี vs โหรี)	ับขับไม้มโหรีมาพร้อมที่
ครื้นเครง	ครื้น-เครง		เสียงปืนครื้นเครงวังเวงวนแก
ไม่ต้อง	ไม่-ต้อง		ต์สมคะเนไม่ต้องรุกต้องทุก
บังเกิด	บัง-เกิด		่งนักหนาบังเกิดฝนคนเจ็บเป
คะเน	คะ-เน		มสันต์สมคะเนไม่ต้องรุก
อ่อนหู	อ่อน-หู		มันสอนจนอ่อนหูยังจะมาตอแ
โลกา	โล-กา		นปิ่นปักโลกาภาษาสยามให
ขัดเคือง	ขัด-เคือง		หามาแข็งขัดเคืองจิตผิดตำรา
ปลดเปลื้อง	ปลด-เปลื้อง		ภิรมย์รสปลดเปลื้องที่เรื่องท
คู่ครอง	คู่-ครอง		อยู่เป็นคู่ครอง¦ท้าวกุลาม
รูปทรง	รูบ-ซง		ท้ผูกพันรูปทรงอนงค์นางบา
พินิจ	พิ-นิด		่ตึกเพ่งพินิจคิดประหลาด
ตึงตัง	ตึง-ตัง		ิงปืนผึงตึงตังประดังเสีย
รู้แจ้ง	รู้-แจ้ง		าสืบเสาะรู้แจ้งแถลงไขเขาไ
นางสาว	นาง-สาว		ั่งเหล่านางสาวศรีให้จัดเ
ยุคเข็ญ	ยุก-เข็น		นสุขสิ้นยุคเข็ญมัธยัสถ์ตั
มนเทียร	มน-เทียน		้าในห้องมนเทียรวิเชียรพรา
เหมือนกับ	เหมือน-กับ		ยาพาหลับเหมือนกับตายเพราะอุ
ป่วนปั่น	ป่วน-ปั่น		าตันทั้งป่วนปั่นในนภางค์กล
สมหวัง	สม-หวัง		พร้อมหมดสมหวังดั่งประสงค
ละคร	ละ-คอน		็นหมู่ดูละครพวกเจ้าชู้
กำบัง	กำ-บัง		งโล่ดั้งกำบังกาย¦ได้อ้า
เรื่อยเฉื่อย	เรื่อย-เฉื่อย		ัสสรลมก็เรื่อยเฉื่อยสบายกระจาย
บังอร	บัง-ออน		ในนครทูลบังอรแม่หัวเจ้า
สิทธา	สิท-ทา		านชลาสามสิทธาขึ้นไปนั่ง
เอมโอช	เอม-โชด		มสรวลกินเอมโอชโภชนาเวลาค
สัประยุทธ์	สับ-ปะ-รุด		ที่รบรับสัประยุทธ์โยนชุดไฟแต
ต้านทาน	ต้าน-ทาน		กยกออกมาต้านทานแสนสำราญเร
เซ็งแซ่	เซ็ง-แซ่		นพลขันธ์เซ็งแซ่แลไสวท้าวก
อาณาจักร	อา-นา-จัก		ยในลังกาอาณาจักรพวกสำนักอย
สำนวน	สำ-นวน		ถ้อยคำในสำนวน¦พวกล้าต้า
ไปเที่ยว	ไป-เที่ยว		ินวงอ้อมไปเที่ยวใส่ยา¦ครั้
ชีเปลือย	ชี-เปลือย		งเกาะที่ชีเปลือยเมื่อแรกมา
ค้าขาย	ค้า-ขาย		หรือจะมาค้าขายทั้งนายบ่า
ต่อต้าน	ต่อ-ต้าน		พลทหารไปต่อต้านดูฤทธิ์อย่
เดินทาง	เิิน-ทาง	sound mismatch @1 (เดิน vs เิิน)	อากฎหมายเดินทางกลางทะเลใค
รูปร่าง	รูบ-ร่าง		นอาจารย์รูปร่างสำอางตาแล้
ภูมี	พู-มี		้าไปเฝ้าภูมีที่ประทับน
แต่ไหน	แต่-ไหน		ถามทักมาแต่ไหนจนไก่ขันเป
บัดสี	บัด-สี		จะว่าน่าบัดสีไม่รักเรีย
ตักษัย	ตัก-ไส		ตริย์แทบตักษัยแต่บรรดาเช
ความจริง	ความ-จิง		ะวิงเป็นความจริงที่ในจิตไม
โรคา	โร-คา		นคัลลามีโรคาป่วยบ้างหร
ถอยหลัง	ถอย-หลัง		สั่งแล้วถอยหลังไปถึงศาลอ่
กินข้าว	กิน-ข้าว		วกถือศีลกินข้าวพองหน่อยก็
กระบวนแห่	กระ-บวน-แห่		ลังก์ทองกระบวนแห่แตรฝรั่งหม
ตะโกน	ตะ-โกน		ก้องร้องตะโกน¦ให้ตีกลอง
หวั่นหวาด	หวั่น-หวาด		ังฆราชแกหวั่นหวาดเต็มทีไม่ม
วิมล	วิ-มน		ฏดวงอุบลวิมลฉายไปธานีท
ตั้งเข็ม	ตั้ง-เข็ม		ปักทวนธงตั้งเข็มตรงตามแผนต
สินธพ	สิน-ทบ		ามาลีขี่สินธพทหารรบยืนร
กลอกกลับ	กลอก-กลับ		ม่ช้ำชอกกลอกกลับเข้ารับรบม
